state,year,house_women,house_all,prop_house_women,senate_women,senate_all,prop_senate_women,leg_women,leg_all,prop_leg_women,house_dem_women,house_dem_all,prop_house_dem_women,senate_dem_women,senate_dem_all,prop_senate_dem_women,leg_dem_women,leg_dem_all,prop_leg_dem_women,house_rep_women,house_rep_all,prop_house_rep_women,senate_rep_women,senate_rep_all,prop_senate_rep_women,leg_rep_women,leg_rep_all,prop_leg_rep_women,house_thi_women,house_thi_all,prop_house_thi_women,senate_thi_women,senate_thi_all,prop_senate_thi_women,leg_thi_women,leg_thi_all,prop_leg_thi_women
New York,2011,37,150,0.2466666667,11,62,0.1774193548,48,212,0.2264150943,30,100,0.3,8,30,0.2666666667,38,130,0.2923076923,7,48,0.1458333333,3,32,0.09375,10,80,0.125,0,2,0,0,0,0,0,2,0
New York,2012,36,150,0.24,11,62,0.1774193548,47,212,0.2216981132,29,99,0.2929292929,8,30,0.2666666667,37,129,0.2868217054,7,51,0.137254902,3,32,0.09375,10,83,0.1204819277,0,0,0,0,0,0,0,0,0
New York,2013,36,150,0.24,11,63,0.1746031746,47,213,0.220657277,31,107,0.2897196262,7,33,0.2121212121,38,140,0.2714285714,5,43,0.1162790698,4,30,0.1333333333,9,73,0.1232876712,0,0,0,0,0,0,0,0,0
New York,2014,34,150,0.2266666667,11,63,0.1746031746,45,213,0.2112676056,29,100,0.29,7,32,0.21875,36,132,0.2727272727,5,40,0.125,4,29,0.1379310345,9,69,0.1304347826,0,10,0,0,2,0,0,12,0
New York,2015,43,150,0.2866666667,12,63,0.1904761905,55,213,0.2582159624,36,106,0.3396226415,7,31,0.2258064516,43,137,0.3138686131,5,44,0.1136363636,5,32,0.15625,10,76,0.1315789474,2,0,0,0,0,0,2,0,0
New York,2016,44,150,0.2933333333,11,63,0.1746031746,55,213,0.2582159624,37,104,0.3557692308,6,31,0.1935483871,43,135,0.3185185185,5,44,0.1136363636,5,32,0.15625,10,76,0.1315789474,2,2,1,0,0,0,2,2,1
New York,2017,45,150,0.3,14,63,0.2222222222,59,213,0.2769953052,42,107,0.3925233645,7,32,0.21875,49,139,0.3525179856,3,43,0.06976744186,7,31,0.2258064516,10,74,0.1351351351,0,0,0,0,0,0,0,0,0
New York,2018,45,150,0.3,15,63,0.2380952381,60,213,0.2816901408,42,103,0.4077669903,8,30,0.2666666667,50,133,0.3759398496,3,37,0.08108108108,7,31,0.2258064516,10,68,0.1470588235,0,10,0,0,2,0,0,12,0
New York,2019,50,150,0.3333333333,19,63,0.3015873016,69,213,0.323943662,46,107,0.4299065421,14,40,0.35,60,147,0.4081632653,4,43,0.09302325581,5,23,0.2173913043,9,66,0.1363636364,0,0,0,0,0,0,0,0,0
New York,2020,48,150,0.32,19,63,0.3015873016,67,213,0.3145539906,44,104,0.4230769231,14,40,0.35,58,144,0.4027777778,4,42,0.09523809524,5,22,0.2272727273,9,64,0.140625,0,4,0,0,1,0,0,5,0
New York,2021,56,150,0.3733333333,19,63,0.3015873016,75,213,0.3521126761,52,106,0.4905660377,14,43,0.3255813953,66,149,0.4429530201,4,43,0.09302325581,5,20,0.25,9,63,0.1428571429,0,1,0,0,0,0,0,1,0
New York,2022,55,150,0.3666666667,19,63,0.3015873016,74,213,0.3474178404,52,104,0.5,14,43,0.3255813953,66,147,0.4489795918,3,43,0.06976744186,5,20,0.25,8,63,0.126984127,0,3,0,0,0,0,0,3,0
New York,2023,53,150,0.3533333333,20,63,0.3174603175,73,213,0.3427230047,50,102,0.4901960784,17,42,0.4047619048,67,144,0.4652777778,3,48,0.0625,3,21,0.1428571429,6,69,0.08695652174,0,0,0,0,0,0,0,0,0
New York,2024,53,150,0.3533333333,20,63,0.3174603175,73,213,0.3427230047,50,102,0.4901960784,17,42,0.4047619048,67,144,0.4652777778,3,48,0.0625,3,21,0.1428571429,6,69,0.08695652174,0,0,0,0,0,0,0,0,0
North Carolina,2010,38,120,0.3166666667,7,50,0.14,45,170,0.2647058824,26,68,0.3823529412,5,30,0.1666666667,31,98,0.3163265306,12,52,0.2307692308,2,20,0.1,14,72,0.1944444444,0,0,0,0,0,0,0,0,0
North Carolina,2011,32,120,0.2666666667,6,50,0.12,38,170,0.2235294118,22,52,0.4230769231,3,19,0.1578947368,25,71,0.3521126761,10,67,0.1492537313,3,31,0.09677419355,13,98,0.1326530612,0,1,0,0,0,0,0,1,0
North Carolina,2012,36,120,0.3,6,50,0.12,42,170,0.2470588235,23,52,0.4423076923,3,19,0.1578947368,26,71,0.3661971831,13,67,0.1940298507,3,31,0.09677419355,16,98,0.1632653061,0,1,0,0,0,0,0,1,0
North Carolina,2013,29,120,0.2416666667,7,50,0.14,36,170,0.2117647059,16,43,0.3720930233,3,18,0.1666666667,19,61,0.3114754098,13,77,0.1688311688,4,32,0.125,17,109,0.1559633028,0,0,0,0,0,0,0,0,0
North Carolina,2014,27,120,0.225,10,50,0.2,37,170,0.2176470588,14,43,0.3255813953,5,17,0.2941176471,19,60,0.3166666667,13,77,0.1688311688,5,33,0.1515151515,18,110,0.1636363636,0,0,0,0,0,0,0,0,0
North Carolina,2015,26,120,0.2166666667,12,50,0.24,38,170,0.2235294118,14,46,0.3043478261,7,16,0.4375,21,62,0.3387096774,12,74,0.1621621622,5,34,0.1470588235,17,108,0.1574074074,0,0,0,0,0,0,0,0,0
North Carolina,2016,25,120,0.2083333333,12,50,0.24,37,170,0.2176470588,14,45,0.3111111111,7,16,0.4375,21,61,0.3442622951,11,74,0.1486486486,5,34,0.1470588235,16,108,0.1481481481,0,1,0,0,0,0,0,1,0
North Carolina,2017,30,120,0.25,13,50,0.26,43,170,0.2529411765,17,46,0.3695652174,6,15,0.4,23,61,0.3770491803,13,74,0.1756756757,7,35,0.2,20,109,0.1834862385,0,0,0,0,0,0,0,0,0
North Carolina,2018,29,120,0.2416666667,13,50,0.26,42,170,0.2470588235,17,45,0.3777777778,5,15,0.3333333333,22,60,0.3666666667,12,75,0.16,8,35,0.2285714286,20,110,0.1818181818,0,0,0,0,0,0,0,0,0
North Carolina,2019,33,120,0.275,10,50,0.2,43,170,0.2529411765,23,55,0.4181818182,6,21,0.2857142857,29,76,0.3815789474,10,65,0.1538461538,4,29,0.1379310345,14,94,0.1489361702,0,0,0,0,0,0,0,0,0
North Carolina,2020,32,120,0.2666666667,11,50,0.22,43,170,0.2529411765,23,55,0.4181818182,7,21,0.3333333333,30,76,0.3947368421,9,65,0.1384615385,4,29,0.1379310345,13,94,0.1382978723,0,0,0,0,0,0,0,0,0
North Carolina,2021,29,120,0.2416666667,16,50,0.32,45,170,0.2647058824,21,51,0.4117647059,10,22,0.4545454545,31,73,0.4246575342,8,69,0.115942029,6,28,0.2142857143,14,97,0.1443298969,0,0,0,0,0,0,0,0,0
North Carolina,2022,27,120,0.225,16,50,0.32,43,170,0.2529411765,19,51,0.3725490196,10,22,0.4545454545,29,73,0.397260274,8,69,0.115942029,6,28,0.2142857143,14,97,0.1443298969,0,0,0,0,0,0,0,0,0
North Carolina,2023,33,120,0.275,17,50,0.34,50,170,0.2941176471,24,49,0.4897959184,13,20,0.65,37,69,0.5362318841,9,71,0.1267605634,4,30,0.1333333333,13,101,0.1287128713,0,0,0,0,0,0,0,0,0
North Carolina,2024,34,120,0.2833333333,17,50,0.34,51,170,0.3,24,48,0.5,13,20,0.65,37,68,0.5441176471,10,72,0.1388888889,4,30,0.1333333333,14,102,0.137254902,0,0,0,0,0,0,0,0,0
North Dakota,2010,19,94,0.2021276596,9,47,0.1914893617,28,141,0.1985815603,9,36,0.25,7,21,0.3333333333,16,57,0.2807017544,10,58,0.1724137931,2,26,0.07692307692,12,84,0.1428571429,0,0,0,0,0,0,0,0,0
North Dakota,2011,17,94,0.1808510638,9,47,0.1914893617,26,141,0.1843971631,5,25,0.2,6,12,0.5,11,37,0.2972972973,12,69,0.1739130435,3,35,0.08571428571,15,104,0.1442307692,0,0,0,0,0,0,0,0,0
North Dakota,2012,17,94,0.1808510638,10,47,0.2127659574,27,141,0.1914893617,5,25,0.2,6,12,0.5,11,37,0.2972972973,12,69,0.1739130435,4,35,0.1142857143,16,104,0.1538461538,0,0,0,0,0,0,0,0,0
North Dakota,2013,23,94,0.2446808511,11,47,0.2340425532,34,141,0.2411347518,14,23,0.6086956522,6,13,0.4615384615,20,36,0.5555555556,9,71,0.1267605634,5,33,0.1515151515,14,104,0.1346153846,0,0,0,0,1,0,0,1,0
North Dakota,2014,24,94,0.2553191489,11,47,0.2340425532,35,141,0.2482269504,14,23,0.6086956522,6,14,0.4285714286,20,37,0.5405405405,10,71,0.1408450704,5,33,0.1515151515,15,104,0.1442307692,0,0,0,0,0,0,0,0,0
North Dakota,2015,30,94,0.3191489362,12,47,0.2553191489,42,141,0.2978723404,22,23,0.9565217391,8,16,0.5,30,39,0.7692307692,8,71,0.1126760563,4,31,0.1290322581,12,102,0.1176470588,0,0,0,0,0,0,0,0,0
North Dakota,2016,30,94,0.3191489362,12,47,0.2553191489,42,141,0.2978723404,22,23,0.9565217391,8,15,0.5333333333,30,38,0.7894736842,8,71,0.1126760563,4,32,0.125,12,103,0.1165048544,0,0,0,0,0,0,0,0,0
North Dakota,2017,24,94,0.2553191489,12,47,0.2553191489,36,141,0.2553191489,14,13,1.076923077,6,9,0.6666666667,20,22,0.9090909091,10,81,0.1234567901,6,38,0.1578947368,16,119,0.1344537815,0,0,0,0,0,0,0,0,0
North Dakota,2018,24,94,0.2553191489,12,47,0.2553191489,36,141,0.2553191489,14,13,1.076923077,6,9,0.6666666667,20,22,0.9090909091,10,81,0.1234567901,6,38,0.1578947368,16,119,0.1344537815,0,0,0,0,0,0,0,0,0
North Dakota,2019,28,94,0.2978723404,15,47,0.3191489362,43,141,0.304964539,16,15,1.066666667,8,10,0.8,24,25,0.96,12,79,0.1518987342,7,37,0.1891891892,19,116,0.1637931034,0,0,0,0,0,0,0,0,0
North Dakota,2020,28,94,0.2978723404,15,47,0.3191489362,43,141,0.304964539,16,15,1.066666667,8,10,0.8,24,25,0.96,12,78,0.1538461538,7,37,0.1891891892,19,115,0.1652173913,0,1,0,0,0,0,0,1,0
North Dakota,2021,29,94,0.3085106383,15,47,0.3191489362,44,141,0.3120567376,16,14,1.142857143,8,7,1.142857143,24,21,1.142857143,13,80,0.1625,7,40,0.175,20,120,0.1666666667,0,0,0,0,0,0,0,0,0
North Dakota,2022,29,94,0.3085106383,13,47,0.2765957447,42,141,0.2978723404,16,14,1.142857143,6,7,0.8571428571,22,21,1.047619048,13,80,0.1625,7,40,0.175,20,120,0.1666666667,0,0,0,0,0,0,0,0,0
North Dakota,2023,36,94,0.3829787234,9,47,0.1914893617,45,141,0.3191489362,18,12,1.5,2,4,0.5,20,16,1.25,18,82,0.2195121951,7,43,0.1627906977,25,125,0.2,0,0,0,0,0,0,0,0,0
North Dakota,2024,30,94,0.3191489362,8,47,0.170212766,38,141,0.2695035461,9,12,0.75,1,4,0.25,10,16,0.625,21,82,0.256097561,7,43,0.1627906977,28,125,0.224,0,0,0,0,0,0,0,0,0
Ohio,2010,22,99,0.2222222222,7,33,0.2121212121,29,132,0.2196969697,17,53,0.320754717,5,12,0.4166666667,22,65,0.3384615385,5,46,0.1086956522,2,21,0.09523809524,7,67,0.1044776119,0,0,0,0,0,0,0,0,0
Ohio,2011,22,99,0.2222222222,8,33,0.2424242424,30,132,0.2272727273,12,40,0.3,5,10,0.5,17,50,0.34,10,59,0.1694915254,3,23,0.1304347826,13,82,0.1585365854,0,0,0,0,0,0,0,0,0
Ohio,2012,23,99,0.2323232323,8,33,0.2424242424,31,132,0.2348484848,12,40,0.3,5,10,0.5,17,50,0.34,11,59,0.186440678,3,23,0.1304347826,14,82,0.1707317073,0,0,0,0,0,0,0,0,0
Ohio,2013,23,99,0.2323232323,8,33,0.2424242424,31,132,0.2348484848,11,39,0.2820512821,5,10,0.5,16,49,0.3265306122,12,60,0.2,3,23,0.1304347826,15,83,0.1807228916,0,0,0,0,0,0,0,0,0
Ohio,2014,23,99,0.2323232323,7,33,0.2121212121,30,132,0.2272727273,11,39,0.2820512821,4,10,0.4,15,49,0.306122449,12,60,0.2,3,23,0.1304347826,15,83,0.1807228916,0,0,0,0,0,0,0,0,0
Ohio,2015,26,99,0.2626262626,7,33,0.2121212121,33,132,0.25,13,34,0.3823529412,4,10,0.4,17,44,0.3863636364,13,65,0.2,3,23,0.1304347826,16,88,0.1818181818,0,0,0,0,0,0,0,0,0
Ohio,2016,25,99,0.2525252525,7,33,0.2121212121,32,132,0.2424242424,13,34,0.3823529412,4,10,0.4,17,44,0.3863636364,12,65,0.1846153846,3,23,0.1304347826,15,88,0.1704545455,0,0,0,0,0,0,0,0,0
Ohio,2017,23,99,0.2323232323,6,33,0.1818181818,29,132,0.2196969697,13,33,0.3939393939,3,9,0.3333333333,16,42,0.380952381,10,66,0.1515151515,3,24,0.125,13,90,0.1444444444,0,0,0,0,0,0,0,0,0
Ohio,2018,23,99,0.2323232323,6,33,0.1818181818,29,132,0.2196969697,13,33,0.3939393939,3,9,0.3333333333,16,42,0.380952381,10,64,0.15625,3,24,0.125,13,88,0.1477272727,0,2,0,0,0,0,0,2,0
Ohio,2019,28,99,0.2828282828,8,33,0.2424242424,36,132,0.2727272727,19,38,0.5,4,9,0.4444444444,23,47,0.4893617021,9,61,0.1475409836,4,24,0.1666666667,13,85,0.1529411765,0,0,0,0,0,0,0,0,0
Ohio,2020,28,99,0.2828282828,8,33,0.2424242424,36,132,0.2727272727,19,38,0.5,4,9,0.4444444444,23,47,0.4893617021,9,61,0.1475409836,4,24,0.1666666667,13,85,0.1529411765,0,0,0,0,0,0,0,0,0
Ohio,2021,33,99,0.3333333333,8,33,0.2424242424,41,132,0.3106060606,18,35,0.5142857143,4,8,0.5,22,43,0.511627907,15,64,0.234375,4,25,0.16,19,89,0.2134831461,0,0,0,0,0,0,0,0,0
Ohio,2022,33,99,0.3333333333,6,33,0.1818181818,39,132,0.2954545455,18,34,0.5294117647,2,8,0.25,20,42,0.4761904762,15,64,0.234375,4,25,0.16,19,89,0.2134831461,0,1,0,0,0,0,0,1,0
Ohio,2023,30,99,0.303030303,8,33,0.2424242424,38,132,0.2878787879,13,32,0.40625,3,7,0.4285714286,16,39,0.4102564103,17,65,0.2615384615,5,26,0.1923076923,22,91,0.2417582418,0,2,0,0,0,0,0,2,0
Ohio,2024,30,99,0.303030303,8,33,0.2424242424,38,132,0.2878787879,13,32,0.40625,3,7,0.4285714286,16,39,0.4102564103,17,66,0.2575757576,5,26,0.1923076923,22,92,0.2391304348,0,1,0,0,0,0,0,1,0
Oklahoma,2010,12,101,0.1188118812,5,48,0.1041666667,17,149,0.1140939597,3,40,0.075,5,22,0.2272727273,8,62,0.1290322581,9,61,0.1475409836,0,26,0,9,87,0.1034482759,0,0,0,0,0,0,0,0,0
Oklahoma,2011,15,101,0.1485148515,4,48,0.08333333333,19,149,0.1275167785,4,31,0.1290322581,3,16,0.1875,7,47,0.1489361702,11,70,0.1571428571,1,32,0.03125,12,102,0.1176470588,0,0,0,0,0,0,0,0,0
Oklahoma,2012,15,101,0.1485148515,5,48,0.1041666667,20,149,0.1342281879,4,31,0.1290322581,3,15,0.2,7,46,0.152173913,11,69,0.1594202899,2,31,0.06451612903,13,100,0.13,0,1,0,0,2,0,0,3,0
Oklahoma,2013,16,101,0.1584158416,4,48,0.08333333333,20,149,0.1342281879,5,29,0.1724137931,2,12,0.1666666667,7,41,0.1707317073,11,72,0.1527777778,2,36,0.05555555556,13,108,0.1203703704,0,0,0,0,0,0,0,0,0
Oklahoma,2014,16,101,0.1584158416,4,48,0.08333333333,20,149,0.1342281879,5,29,0.1724137931,2,12,0.1666666667,7,41,0.1707317073,11,72,0.1527777778,2,36,0.05555555556,13,108,0.1203703704,0,0,0,0,0,0,0,0,0
Oklahoma,2015,15,101,0.1485148515,6,48,0.125,21,149,0.1409395973,5,29,0.1724137931,3,8,0.375,8,37,0.2162162162,10,72,0.1388888889,3,40,0.075,13,112,0.1160714286,0,0,0,0,0,0,0,0,0
Oklahoma,2016,15,101,0.1485148515,6,48,0.125,21,149,0.1409395973,5,30,0.1666666667,3,9,0.3333333333,8,39,0.2051282051,10,71,0.1408450704,3,39,0.07692307692,13,110,0.1181818182,0,0,0,0,0,0,0,0,0
Oklahoma,2017,14,101,0.1386138614,6,48,0.125,20,149,0.1342281879,6,26,0.2307692308,2,6,0.3333333333,8,32,0.25,8,75,0.1066666667,4,42,0.09523809524,12,117,0.1025641026,0,0,0,0,0,0,0,0,0
Oklahoma,2018,13,101,0.1287128713,6,48,0.125,19,149,0.1275167785,5,28,0.1785714286,3,7,0.4285714286,8,35,0.2285714286,8,72,0.1111111111,3,40,0.075,11,112,0.09821428571,0,1,0,0,1,0,0,2,0
Oklahoma,2019,23,101,0.2277227723,9,48,0.1875,32,149,0.2147651007,11,24,0.4583333333,5,9,0.5555555556,16,33,0.4848484848,12,77,0.1558441558,4,39,0.1025641026,16,116,0.1379310345,0,0,0,0,0,0,0,0,0
Oklahoma,2020,23,101,0.2277227723,9,48,0.1875,32,149,0.2147651007,11,23,0.4782608696,5,9,0.5555555556,16,32,0.5,12,77,0.1558441558,4,38,0.1052631579,16,115,0.1391304348,0,1,0,0,1,0,0,2,0
Oklahoma,2021,22,101,0.2178217822,9,48,0.1875,31,149,0.2080536913,9,19,0.4736842105,5,9,0.5555555556,14,28,0.5,13,82,0.1585365854,4,39,0.1025641026,17,121,0.1404958678,0,0,0,0,0,0,0,0,0
Oklahoma,2022,22,101,0.2178217822,9,48,0.1875,31,149,0.2080536913,9,18,0.5,5,9,0.5555555556,14,27,0.5185185185,13,82,0.1585365854,4,39,0.1025641026,17,121,0.1404958678,0,1,0,0,0,0,0,1,0
Oklahoma,2023,19,101,0.1881188119,10,48,0.2083333333,29,149,0.1946308725,10,20,0.5,5,8,0.625,15,28,0.5357142857,9,81,0.1111111111,5,40,0.125,14,121,0.1157024793,0,0,0,0,0,0,0,0,0
Oklahoma,2024,19,101,0.1881188119,10,48,0.2083333333,29,149,0.1946308725,10,20,0.5,5,8,0.625,15,28,0.5357142857,9,81,0.1111111111,5,40,0.125,14,121,0.1157024793,0,0,0,0,0,0,0,0,0
Oregon,2010,16,60,0.2666666667,10,30,0.3333333333,26,90,0.2888888889,13,36,0.3611111111,8,18,0.4444444444,21,54,0.3888888889,3,24,0.125,2,12,0.1666666667,5,36,0.1388888889,0,0,0,0,0,0,0,0,0
Oregon,2011,17,60,0.2833333333,8,30,0.2666666667,25,90,0.2777777778,12,30,0.4,6,16,0.375,18,46,0.3913043478,5,30,0.1666666667,2,14,0.1428571429,7,44,0.1590909091,0,0,0,0,0,0,0,0,0
Oregon,2012,17,60,0.2833333333,10,30,0.3333333333,27,90,0.3,12,30,0.4,7,16,0.4375,19,46,0.4130434783,5,30,0.1666666667,3,14,0.2142857143,8,44,0.1818181818,0,0,0,0,0,0,0,0,0
Oregon,2013,19,60,0.3166666667,7,30,0.2333333333,26,90,0.2888888889,14,34,0.4117647059,5,16,0.3125,19,50,0.38,5,26,0.1923076923,2,14,0.1428571429,7,40,0.175,0,0,0,0,0,0,0,0,0
Oregon,2014,21,60,0.35,7,30,0.2333333333,28,90,0.3111111111,15,34,0.4411764706,5,16,0.3125,20,50,0.4,6,26,0.2307692308,2,14,0.1428571429,8,40,0.2,0,0,0,0,0,0,0,0,0
Oregon,2015,20,60,0.3333333333,8,30,0.2666666667,28,90,0.3111111111,16,35,0.4571428571,6,18,0.3333333333,22,53,0.4150943396,4,25,0.16,2,12,0.1666666667,6,37,0.1621621622,0,0,0,0,0,0,0,0,0
Oregon,2016,20,60,0.3333333333,8,30,0.2666666667,28,90,0.3111111111,16,35,0.4571428571,6,18,0.3333333333,22,53,0.4150943396,4,25,0.16,2,12,0.1666666667,6,37,0.1621621622,0,0,0,0,0,0,0,0,0
Oregon,2017,22,60,0.3666666667,8,30,0.2666666667,30,90,0.3333333333,19,35,0.5428571429,6,17,0.3529411765,25,52,0.4807692308,3,25,0.12,2,13,0.1538461538,5,38,0.1315789474,0,0,0,0,0,0,0,0,0
Oregon,2018,22,60,0.3666666667,8,30,0.2666666667,30,90,0.3333333333,19,35,0.5428571429,6,17,0.3529411765,25,52,0.4807692308,3,25,0.12,2,13,0.1538461538,5,38,0.1315789474,0,0,0,0,0,0,0,0,0
Oregon,2019,29,60,0.4833333333,9,30,0.3,38,90,0.4222222222,22,38,0.5789473684,7,18,0.3888888889,29,56,0.5178571429,7,22,0.3181818182,2,12,0.1666666667,9,34,0.2647058824,0,0,0,0,0,0,0,0,0
Oregon,2020,30,60,0.5,9,30,0.3,39,90,0.4333333333,23,37,0.6216216216,7,18,0.3888888889,30,55,0.5454545455,7,22,0.3181818182,2,12,0.1666666667,9,34,0.2647058824,0,1,0,0,0,0,0,1,0
Oregon,2021,34,60,0.5666666667,7,30,0.2333333333,41,90,0.4555555556,22,37,0.5945945946,6,18,0.3333333333,28,55,0.5090909091,12,23,0.5217391304,1,11,0.09090909091,13,34,0.3823529412,0,0,0,0,1,0,0,1,0
Oregon,2022,31,60,0.5166666667,9,30,0.3,40,90,0.4444444444,20,37,0.5405405405,8,18,0.4444444444,28,55,0.5090909091,11,22,0.5,1,11,0.09090909091,12,33,0.3636363636,0,1,0,0,1,0,0,2,0
Oregon,2023,28,60,0.4666666667,9,30,0.3,37,90,0.4111111111,18,35,0.5142857143,7,17,0.4117647059,25,52,0.4807692308,10,25,0.4,2,12,0.1666666667,12,37,0.3243243243,0,0,0,0,1,0,0,1,0
Oregon,2024,27,60,0.45,9,30,0.3,36,90,0.4,17,35,0.4857142857,7,17,0.4117647059,24,52,0.4615384615,10,25,0.4,2,12,0.1666666667,12,37,0.3243243243,0,0,0,0,1,0,0,1,0
Pennsylvania,2010,29,203,0.1428571429,10,50,0.2,39,253,0.1541501976,11,103,0.1067961165,4,20,0.2,15,123,0.1219512195,18,97,0.1855670103,6,30,0.2,24,127,0.188976378,0,3,0,0,0,0,0,3,0
Pennsylvania,2011,33,203,0.1625615764,11,50,0.22,44,253,0.1739130435,14,91,0.1538461538,5,20,0.25,19,111,0.1711711712,19,112,0.1696428571,6,30,0.2,25,142,0.176056338,0,0,0,0,0,0,0,0,0
Pennsylvania,2012,33,203,0.1625615764,10,50,0.2,43,253,0.1699604743,14,91,0.1538461538,5,20,0.25,19,111,0.1711711712,19,112,0.1696428571,5,30,0.1666666667,24,142,0.1690140845,0,0,0,0,0,0,0,0,0
Pennsylvania,2013,37,203,0.1822660099,8,50,0.16,45,253,0.1778656126,16,93,0.1720430108,5,23,0.2173913043,21,116,0.1810344828,21,110,0.1909090909,3,27,0.1111111111,24,137,0.1751824818,0,0,0,0,0,0,0,0,0
Pennsylvania,2014,37,203,0.1822660099,7,50,0.14,44,253,0.1739130435,16,92,0.1739130435,4,23,0.1739130435,20,115,0.1739130435,21,111,0.1891891892,3,27,0.1111111111,24,138,0.1739130435,0,0,0,0,0,0,0,0,0
Pennsylvania,2015,38,203,0.1871921182,9,50,0.18,47,253,0.185770751,15,84,0.1785714286,4,20,0.2,19,104,0.1826923077,23,119,0.1932773109,5,30,0.1666666667,28,149,0.1879194631,0,0,0,0,0,0,0,0,0
Pennsylvania,2016,38,203,0.1871921182,9,50,0.18,47,253,0.185770751,15,82,0.1829268293,4,19,0.2105263158,19,101,0.1881188119,23,118,0.1949152542,5,30,0.1666666667,28,148,0.1891891892,0,3,0,0,1,0,0,4,0
Pennsylvania,2017,40,203,0.197044335,7,50,0.14,47,253,0.185770751,19,80,0.2375,3,16,0.1875,22,96,0.2291666667,21,122,0.1721311475,4,34,0.1176470588,25,156,0.1602564103,0,1,0,0,0,0,0,1,0
Pennsylvania,2018,42,203,0.2068965517,7,50,0.14,49,253,0.1936758893,21,80,0.2625,3,16,0.1875,24,96,0.25,21,120,0.175,4,34,0.1176470588,25,154,0.1623376623,0,3,0,0,0,0,0,3,0
Pennsylvania,2019,53,203,0.2610837438,13,50,0.26,66,253,0.2608695652,30,93,0.3225806452,7,21,0.3333333333,37,114,0.3245614035,23,110,0.2090909091,6,29,0.2068965517,29,139,0.2086330935,0,0,0,0,0,0,0,0,0
Pennsylvania,2020,55,203,0.2709359606,13,50,0.26,68,253,0.2687747036,31,93,0.3333333333,7,21,0.3333333333,38,114,0.3333333333,24,110,0.2181818182,6,28,0.2142857143,30,138,0.2173913043,0,0,0,0,1,0,0,1,0
Pennsylvania,2021,61,203,0.3004926108,14,50,0.28,75,253,0.2964426877,32,90,0.3555555556,8,21,0.380952381,40,111,0.3603603604,29,112,0.2589285714,6,27,0.2222222222,35,139,0.2517985612,0,1,0,0,2,0,0,3,0
Pennsylvania,2022,60,203,0.2955665025,14,50,0.28,74,253,0.2924901186,32,88,0.3636363636,8,21,0.380952381,40,109,0.3669724771,28,112,0.25,6,28,0.2142857143,34,140,0.2428571429,0,3,0,0,1,0,0,4,0
Pennsylvania,2023,64,203,0.315270936,17,50,0.34,81,253,0.3201581028,37,102,0.362745098,8,22,0.3636363636,45,124,0.3629032258,27,101,0.2673267327,9,28,0.3214285714,36,129,0.2790697674,0,0,0,0,0,0,0,0,0
Pennsylvania,2024,63,203,0.3103448276,17,50,0.34,80,253,0.3162055336,36,102,0.3529411765,8,22,0.3636363636,44,124,0.3548387097,27,100,0.27,9,28,0.3214285714,36,128,0.28125,0,1,0,0,0,0,0,1,0
Rhode Island,2010,18,75,0.24,8,38,0.2105263158,26,113,0.2300884956,17,69,0.2463768116,8,33,0.2424242424,25,102,0.2450980392,1,6,0.1666666667,0,4,0,1,10,0.1,0,0,0,0,1,0,0,1,0
Rhode Island,2011,21,75,0.28,11,38,0.2894736842,32,113,0.2831858407,17,65,0.2615384615,10,29,0.3448275862,27,94,0.2872340426,4,10,0.4,1,8,0.125,5,18,0.2777777778,0,0,0,0,1,0,0,1,0
Rhode Island,2012,19,75,0.2533333333,10,38,0.2631578947,29,113,0.2566371681,16,65,0.2461538462,9,29,0.3103448276,25,94,0.2659574468,3,10,0.3,1,8,0.125,4,18,0.2222222222,0,0,0,0,1,0,0,1,0
Rhode Island,2013,22,75,0.2933333333,9,38,0.2368421053,31,113,0.2743362832,19,69,0.2753623188,9,32,0.28125,28,101,0.2772277228,3,6,0.5,0,5,0,3,11,0.2727272727,0,0,0,0,1,0,0,1,0
Rhode Island,2014,21,75,0.28,9,38,0.2368421053,30,113,0.2654867257,18,69,0.2608695652,9,32,0.28125,27,101,0.2673267327,3,6,0.5,0,5,0,3,11,0.2727272727,0,0,0,0,1,0,0,1,0
Rhode Island,2015,21,75,0.28,10,38,0.2631578947,31,113,0.2743362832,17,63,0.2698412698,9,32,0.28125,26,95,0.2736842105,4,11,0.3636363636,1,5,0.2,5,16,0.3125,0,1,0,0,1,0,0,2,0
Rhode Island,2016,21,75,0.28,10,38,0.2631578947,31,113,0.2743362832,17,63,0.2698412698,9,32,0.28125,26,95,0.2736842105,4,11,0.3636363636,1,5,0.2,5,16,0.3125,0,1,0,0,1,0,0,2,0
Rhode Island,2017,23,75,0.3066666667,12,38,0.3157894737,35,113,0.3097345133,21,64,0.328125,11,33,0.3333333333,32,97,0.3298969072,2,10,0.2,1,5,0.2,3,15,0.2,0,1,0,0,0,0,0,1,0
Rhode Island,2018,23,75,0.3066666667,13,38,0.3421052632,36,113,0.3185840708,21,64,0.328125,12,33,0.3636363636,33,97,0.3402061856,2,11,0.1818181818,1,5,0.2,3,16,0.1875,0,0,0,0,0,0,0,0,0
Rhode Island,2019,26,75,0.3466666667,16,38,0.4210526316,42,113,0.3716814159,25,66,0.3787878788,14,33,0.4242424242,39,99,0.3939393939,1,9,0.1111111111,2,5,0.4,3,14,0.2142857143,0,0,0,0,0,0,0,0,0
