state,year,house_women,house_all,prop_house_women,senate_women,senate_all,prop_senate_women,leg_women,leg_all,prop_leg_women,house_dem_women,house_dem_all,prop_house_dem_women,senate_dem_women,senate_dem_all,prop_senate_dem_women,leg_dem_women,leg_dem_all,prop_leg_dem_women,house_rep_women,house_rep_all,prop_house_rep_women,senate_rep_women,senate_rep_all,prop_senate_rep_women,leg_rep_women,leg_rep_all,prop_leg_rep_women,house_thi_women,house_thi_all,prop_house_thi_women,senate_thi_women,senate_thi_all,prop_senate_thi_women,leg_thi_women,leg_thi_all,prop_leg_thi_women
Delaware,2021,12,41,0.2926829268,7,21,0.3333333333,19,62,0.3064516129,11,26,0.4230769231,7,14,0.5,18,40,0.45,1,15,0.06666666667,0,7,0,1,22,0.04545454545,0,0,0,0,0,0,0,0,0
Delaware,2022,12,41,0.2926829268,7,21,0.3333333333,19,62,0.3064516129,11,26,0.4230769231,7,14,0.5,18,40,0.45,1,15,0.06666666667,0,7,0,1,22,0.04545454545,0,0,0,0,0,0,0,0,0
Delaware,2023,15,41,0.3658536585,8,21,0.380952381,23,62,0.3709677419,14,26,0.5384615385,8,15,0.5333333333,22,41,0.5365853659,1,15,0.06666666667,0,6,0,1,21,0.04761904762,0,0,0,0,0,0,0,0,0
Delaware,2024,15,41,0.3658536585,8,21,0.380952381,23,62,0.3709677419,14,26,0.5384615385,8,15,0.5333333333,22,41,0.5365853659,1,15,0.06666666667,0,6,0,1,21,0.04761904762,0,0,0,0,0,0,0,0,0
Florida,2010,29,120,0.2416666667,9,40,0.225,38,160,0.2375,15,43,0.3488372093,5,14,0.3571428571,20,57,0.350877193,14,76,0.1842105263,4,26,0.1538461538,18,102,0.1764705882,0,1,0,0,0,0,0,1,0
Florida,2011,27,120,0.225,14,40,0.35,41,160,0.25625,13,39,0.3333333333,7,12,0.5833333333,20,51,0.3921568627,14,81,0.1728395062,7,28,0.25,21,109,0.1926605505,0,0,0,0,0,0,0,0,0
Florida,2012,27,120,0.225,14,40,0.35,41,160,0.25625,13,39,0.3333333333,7,12,0.5833333333,20,51,0.3921568627,14,81,0.1728395062,7,28,0.25,21,109,0.1926605505,0,0,0,0,0,0,0,0,0
Florida,2013,29,120,0.2416666667,12,40,0.3,41,160,0.25625,16,46,0.347826087,6,14,0.4285714286,22,60,0.3666666667,13,74,0.1756756757,6,26,0.2307692308,19,100,0.19,0,0,0,0,0,0,0,0,0
Florida,2014,29,120,0.2416666667,12,40,0.3,41,160,0.25625,16,45,0.3555555556,6,14,0.4285714286,22,59,0.3728813559,13,74,0.1756756757,6,26,0.2307692308,19,100,0.19,0,1,0,0,0,0,0,1,0
Florida,2015,28,120,0.2333333333,12,40,0.3,40,160,0.25,13,37,0.3513513514,6,14,0.4285714286,19,51,0.3725490196,15,82,0.1829268293,6,26,0.2307692308,21,108,0.1944444444,0,1,0,0,0,0,0,1,0
Florida,2016,28,120,0.2333333333,12,40,0.3,40,160,0.25,13,39,0.3333333333,6,14,0.4285714286,19,53,0.358490566,15,81,0.1851851852,6,26,0.2307692308,21,107,0.1962616822,0,0,0,0,0,0,0,0,0
Florida,2017,27,120,0.225,13,40,0.325,40,160,0.25,14,41,0.3414634146,5,15,0.3333333333,19,56,0.3392857143,13,79,0.164556962,8,25,0.32,21,104,0.2019230769,0,0,0,0,0,0,0,0,0
Florida,2018,28,120,0.2333333333,13,40,0.325,41,160,0.25625,14,40,0.35,6,15,0.4,20,55,0.3636363636,14,76,0.1842105263,7,24,0.2916666667,21,100,0.21,0,4,0,0,1,0,0,5,0
Florida,2019,36,120,0.3,12,40,0.3,48,160,0.3,23,47,0.4893617021,6,17,0.3529411765,29,64,0.453125,13,73,0.1780821918,6,23,0.2608695652,19,96,0.1979166667,0,0,0,0,0,0,0,0,0
Florida,2020,35,120,0.2916666667,12,40,0.3,47,160,0.29375,22,47,0.4680851064,6,17,0.3529411765,28,64,0.4375,13,73,0.1780821918,6,23,0.2608695652,19,96,0.1979166667,0,0,0,0,0,0,0,0,0
Florida,2021,40,120,0.3333333333,15,40,0.375,55,160,0.34375,23,42,0.5476190476,8,16,0.5,31,58,0.5344827586,17,78,0.2179487179,7,24,0.2916666667,24,102,0.2352941176,0,0,0,0,0,0,0,0,0
Florida,2022,40,120,0.3333333333,16,40,0.4,56,160,0.35,23,40,0.575,9,15,0.6,32,55,0.5818181818,17,78,0.2179487179,7,24,0.2916666667,24,102,0.2352941176,0,2,0,0,1,0,0,3,0
Florida,2023,50,120,0.4166666667,16,40,0.4,66,160,0.4125,25,35,0.7142857143,7,12,0.5833333333,32,47,0.6808510638,25,84,0.2976190476,9,28,0.3214285714,34,112,0.3035714286,0,1,0,0,0,0,0,1,0
Florida,2024,50,120,0.4166666667,16,40,0.4,66,160,0.4125,23,36,0.6388888889,7,12,0.5833333333,30,48,0.625,27,84,0.3214285714,9,28,0.3214285714,36,112,0.3214285714,0,0,0,0,0,0,0,0,0
Georgia,2010,38,180,0.2111111111,8,56,0.1428571429,46,236,0.1949152542,25,74,0.3378378378,7,21,0.3333333333,32,95,0.3368421053,13,105,0.1238095238,1,34,0.02941176471,14,139,0.1007194245,0,1,0,0,1,0,0,2,0
Georgia,2011,47,180,0.2611111111,9,56,0.1607142857,56,236,0.2372881356,30,66,0.4545454545,8,20,0.4,38,86,0.4418604651,17,113,0.1504424779,1,36,0.02777777778,18,149,0.1208053691,0,1,0,0,0,0,0,1,0
Georgia,2012,48,180,0.2666666667,9,56,0.1607142857,57,236,0.2415254237,31,63,0.4920634921,8,20,0.4,39,83,0.4698795181,17,115,0.147826087,1,36,0.02777777778,18,151,0.119205298,0,2,0,0,0,0,0,2,0
Georgia,2013,46,180,0.2555555556,8,56,0.1428571429,54,236,0.2288135593,29,60,0.4833333333,7,18,0.3888888889,36,78,0.4615384615,17,119,0.1428571429,1,38,0.02631578947,18,157,0.1146496815,0,1,0,0,0,0,0,1,0
Georgia,2014,44,180,0.2444444444,8,56,0.1428571429,52,236,0.2203389831,29,60,0.4833333333,7,18,0.3888888889,36,78,0.4615384615,15,119,0.1260504202,1,38,0.02631578947,16,157,0.101910828,0,1,0,0,0,0,0,1,0
Georgia,2015,46,180,0.2555555556,10,56,0.1785714286,56,236,0.2372881356,28,59,0.4745762712,8,18,0.4444444444,36,77,0.4675324675,18,120,0.15,2,38,0.05263157895,20,158,0.1265822785,0,1,0,0,0,0,0,1,0
Georgia,2016,47,180,0.2611111111,10,56,0.1785714286,57,236,0.2415254237,28,61,0.4590163934,8,17,0.4705882353,36,78,0.4615384615,19,118,0.1610169492,2,39,0.05128205128,21,157,0.1337579618,0,1,0,0,0,0,0,1,0
Georgia,2017,51,180,0.2833333333,13,56,0.2321428571,64,236,0.2711864407,32,62,0.5161290323,11,18,0.6111111111,43,80,0.5375,19,118,0.1610169492,2,38,0.05263157895,21,156,0.1346153846,0,0,0,0,0,0,0,0,0
Georgia,2018,50,180,0.2777777778,13,56,0.2321428571,63,236,0.2669491525,32,64,0.5,11,19,0.5789473684,43,83,0.5180722892,18,114,0.1578947368,2,36,0.05555555556,20,150,0.1333333333,0,2,0,0,1,0,0,3,0
Georgia,2019,57,180,0.3166666667,15,56,0.2678571429,72,236,0.3050847458,42,74,0.5675675676,13,21,0.619047619,55,95,0.5789473684,15,106,0.141509434,2,35,0.05714285714,17,141,0.1205673759,0,0,0,0,0,0,0,0,0
Georgia,2020,56,180,0.3111111111,15,56,0.2678571429,71,236,0.3008474576,41,75,0.5466666667,13,21,0.619047619,54,96,0.5625,15,105,0.1428571429,2,35,0.05714285714,17,140,0.1214285714,0,0,0,0,0,0,0,0,0
Georgia,2021,63,180,0.35,17,56,0.3035714286,80,236,0.3389830508,46,76,0.6052631579,15,22,0.6818181818,61,98,0.6224489796,17,103,0.1650485437,2,34,0.05882352941,19,137,0.1386861314,0,1,0,0,0,0,0,1,0
Georgia,2022,63,180,0.35,17,56,0.3035714286,80,236,0.3389830508,46,77,0.5974025974,15,22,0.6818181818,61,99,0.6161616162,17,103,0.1650485437,2,34,0.05882352941,19,137,0.1386861314,0,0,0,0,0,0,0,0,0
Georgia,2023,65,180,0.3611111111,16,56,0.2857142857,81,236,0.343220339,46,79,0.582278481,14,23,0.6086956522,60,102,0.5882352941,19,100,0.19,2,33,0.06060606061,21,133,0.1578947368,0,1,0,0,0,0,0,1,0
Georgia,2024,66,180,0.3666666667,16,56,0.2857142857,82,236,0.3474576271,46,78,0.5897435897,14,23,0.6086956522,60,101,0.5940594059,20,100,0.2,2,33,0.06060606061,22,133,0.1654135338,0,2,0,0,0,0,0,2,0
Hawaii,2010,17,51,0.3333333333,8,25,0.32,25,76,0.3289473684,12,45,0.2666666667,8,23,0.347826087,20,68,0.2941176471,5,6,0.8333333333,0,2,0,5,8,0.625,0,0,0,0,0,0,0,0,0
Hawaii,2011,18,51,0.3529411765,9,25,0.36,27,76,0.3552631579,14,43,0.3255813953,9,24,0.375,23,67,0.3432835821,4,8,0.5,0,1,0,4,9,0.4444444444,0,0,0,0,0,0,0,0,0
Hawaii,2012,18,51,0.3529411765,9,25,0.36,27,76,0.3552631579,14,43,0.3255813953,9,24,0.375,23,67,0.3432835821,4,8,0.5,0,1,0,4,9,0.4444444444,0,0,0,0,0,0,0,0,0
Hawaii,2013,16,51,0.3137254902,8,25,0.32,24,76,0.3157894737,14,44,0.3181818182,8,24,0.3333333333,22,68,0.3235294118,2,7,0.2857142857,0,1,0,2,8,0.25,0,0,0,0,0,0,0,0,0
Hawaii,2014,15,51,0.2941176471,8,25,0.32,23,76,0.3026315789,13,44,0.2954545455,8,24,0.3333333333,21,68,0.3088235294,2,7,0.2857142857,0,1,0,2,8,0.25,0,0,0,0,0,0,0,0,0
Hawaii,2015,14,51,0.2745098039,8,25,0.32,22,76,0.2894736842,11,43,0.2558139535,8,24,0.3333333333,19,67,0.2835820896,3,8,0.375,0,1,0,3,9,0.3333333333,0,0,0,0,0,0,0,0,0
Hawaii,2016,14,51,0.2745098039,8,25,0.32,22,76,0.2894736842,11,44,0.25,8,24,0.3333333333,19,68,0.2794117647,3,7,0.4285714286,0,1,0,3,8,0.375,0,0,0,0,0,0,0,0,0
Hawaii,2017,14,51,0.2745098039,7,25,0.28,21,76,0.2763157895,11,45,0.2444444444,7,25,0.28,18,70,0.2571428571,3,6,0.5,0,0,0,3,6,0.5,0,0,0,0,0,0,0,0,0
Hawaii,2018,15,51,0.2941176471,7,25,0.28,22,76,0.2894736842,12,45,0.2666666667,7,25,0.28,19,70,0.2714285714,3,5,0.6,0,0,0,3,5,0.6,0,1,0,0,0,0,0,1,0
Hawaii,2019,17,51,0.3333333333,7,25,0.28,24,76,0.3157894737,14,46,0.3043478261,7,24,0.2916666667,21,70,0.3,3,5,0.6,0,1,0,3,6,0.5,0,0,0,0,0,0,0,0,0
Hawaii,2020,17,51,0.3333333333,8,25,0.32,25,76,0.3289473684,14,46,0.3043478261,8,24,0.3333333333,22,70,0.3142857143,3,5,0.6,0,1,0,3,6,0.5,0,0,0,0,0,0,0,0,0
Hawaii,2021,16,51,0.3137254902,10,25,0.4,26,76,0.3421052632,14,47,0.2978723404,10,24,0.4166666667,24,71,0.338028169,2,4,0.5,0,1,0,2,5,0.4,0,0,0,0,0,0,0,0,0
Hawaii,2022,17,51,0.3333333333,10,25,0.4,27,76,0.3552631579,15,47,0.3191489362,10,24,0.4166666667,25,71,0.3521126761,2,4,0.5,0,1,0,2,5,0.4,0,0,0,0,0,0,0,0,0
Hawaii,2023,20,51,0.3921568627,8,25,0.32,28,76,0.3684210526,18,45,0.4,8,23,0.347826087,26,68,0.3823529412,2,6,0.3333333333,0,2,0,2,8,0.25,0,0,0,0,0,0,0,0,0
Hawaii,2024,21,51,0.4117647059,7,25,0.28,28,76,0.3684210526,19,45,0.4222222222,7,23,0.3043478261,26,68,0.3823529412,2,6,0.3333333333,0,2,0,2,8,0.25,0,0,0,0,0,0,0,0,0
Idaho,2010,19,70,0.2714285714,9,35,0.2571428571,28,105,0.2666666667,11,18,0.6111111111,4,7,0.5714285714,15,25,0.6,8,52,0.1538461538,5,28,0.1785714286,13,80,0.1625,0,0,0,0,0,0,0,0,0
Idaho,2011,20,70,0.2857142857,9,35,0.2571428571,29,105,0.2761904762,8,13,0.6153846154,3,7,0.4285714286,11,20,0.55,12,57,0.2105263158,6,28,0.2142857143,18,85,0.2117647059,0,0,0,0,0,0,0,0,0
Idaho,2012,20,70,0.2857142857,9,35,0.2571428571,29,105,0.2761904762,8,13,0.6153846154,3,7,0.4285714286,11,20,0.55,12,57,0.2105263158,6,28,0.2142857143,18,85,0.2117647059,0,0,0,0,0,0,0,0,0
Idaho,2013,21,70,0.3,6,35,0.1714285714,27,105,0.2571428571,7,13,0.5384615385,3,7,0.4285714286,10,20,0.5,14,57,0.2456140351,3,28,0.1071428571,17,85,0.2,0,0,0,0,0,0,0,0,0
Idaho,2014,22,70,0.3142857143,6,35,0.1714285714,28,105,0.2666666667,8,13,0.6153846154,3,7,0.4285714286,11,20,0.55,14,57,0.2456140351,3,28,0.1071428571,17,85,0.2,0,0,0,0,0,0,0,0,0
Idaho,2015,19,70,0.2714285714,10,35,0.2857142857,29,105,0.2761904762,7,14,0.5,4,7,0.5714285714,11,21,0.5238095238,12,56,0.2142857143,6,28,0.2142857143,18,84,0.2142857143,0,0,0,0,0,0,0,0,0
Idaho,2016,19,70,0.2714285714,10,35,0.2857142857,29,105,0.2761904762,7,14,0.5,4,7,0.5714285714,11,21,0.5238095238,12,56,0.2142857143,6,28,0.2142857143,18,84,0.2142857143,0,0,0,0,0,0,0,0,0
Idaho,2017,23,70,0.3285714286,9,35,0.2571428571,32,105,0.3047619048,7,11,0.6363636364,4,6,0.6666666667,11,17,0.6470588235,16,59,0.2711864407,5,29,0.1724137931,21,88,0.2386363636,0,0,0,0,0,0,0,0,0
Idaho,2018,23,70,0.3285714286,9,35,0.2571428571,32,105,0.3047619048,7,11,0.6363636364,4,6,0.6666666667,11,17,0.6470588235,16,59,0.2711864407,5,29,0.1724137931,21,88,0.2386363636,0,0,0,0,0,0,0,0,0
Idaho,2019,25,70,0.3571428571,9,35,0.2571428571,34,105,0.3238095238,8,14,0.5714285714,4,7,0.5714285714,12,21,0.5714285714,17,56,0.3035714286,5,28,0.1785714286,22,84,0.2619047619,0,0,0,0,0,0,0,0,0
Idaho,2020,24,70,0.3428571429,9,35,0.2571428571,33,105,0.3142857143,8,14,0.5714285714,4,7,0.5714285714,12,21,0.5714285714,16,56,0.2857142857,5,28,0.1785714286,21,84,0.25,0,0,0,0,0,0,0,0,0
Idaho,2021,23,70,0.3285714286,11,35,0.3142857143,34,105,0.3238095238,6,12,0.5,4,7,0.5714285714,10,19,0.5263157895,17,58,0.2931034483,7,28,0.25,24,86,0.2790697674,0,0,0,0,0,0,0,0,0
Idaho,2022,22,70,0.3142857143,12,35,0.3428571429,34,105,0.3238095238,5,12,0.4166666667,5,6,0.8333333333,10,18,0.5555555556,17,58,0.2931034483,7,28,0.25,24,86,0.2790697674,0,0,0,0,1,0,0,1,0
Idaho,2023,21,70,0.3,11,35,0.3142857143,32,105,0.3047619048,5,11,0.4545454545,4,7,0.5714285714,9,18,0.5,16,59,0.2711864407,7,28,0.25,23,87,0.2643678161,0,0,0,0,0,0,0,0,0
Idaho,2024,21,70,0.3,10,35,0.2857142857,31,105,0.2952380952,5,11,0.4545454545,4,7,0.5714285714,9,18,0.5,16,59,0.2711864407,6,28,0.2142857143,22,87,0.2528735632,0,0,0,0,0,0,0,0,0
Illinois,2010,40,118,0.3389830508,14,59,0.2372881356,54,177,0.3050847458,28,70,0.4,10,37,0.2702702703,38,107,0.3551401869,12,48,0.25,4,22,0.1818181818,16,70,0.2285714286,0,0,0,0,0,0,0,0,0
Illinois,2011,39,118,0.3305084746,16,59,0.2711864407,55,177,0.3107344633,28,64,0.4375,10,35,0.2857142857,38,99,0.3838383838,11,54,0.2037037037,6,24,0.25,17,78,0.2179487179,0,0,0,0,0,0,0,0,0
Illinois,2012,39,118,0.3305084746,16,59,0.2711864407,55,177,0.3107344633,28,64,0.4375,10,35,0.2857142857,38,99,0.3838383838,11,54,0.2037037037,6,24,0.25,17,78,0.2179487179,0,0,0,0,0,0,0,0,0
Illinois,2013,40,118,0.3389830508,15,59,0.2542372881,55,177,0.3107344633,30,71,0.4225352113,11,40,0.275,41,111,0.3693693694,10,47,0.2127659574,4,19,0.2105263158,14,66,0.2121212121,0,0,0,0,0,0,0,0,0
Illinois,2014,42,118,0.3559322034,15,59,0.2542372881,57,177,0.3220338983,32,71,0.4507042254,11,40,0.275,43,111,0.3873873874,10,47,0.2127659574,4,19,0.2105263158,14,66,0.2121212121,0,0,0,0,0,0,0,0,0
Illinois,2015,42,118,0.3559322034,16,59,0.2711864407,58,177,0.3276836158,32,71,0.4507042254,12,39,0.3076923077,44,110,0.4,10,47,0.2127659574,4,20,0.2,14,67,0.2089552239,0,0,0,0,0,0,0,0,0
Illinois,2016,42,118,0.3559322034,16,59,0.2711864407,58,177,0.3276836158,32,71,0.4507042254,12,39,0.3076923077,44,110,0.4,10,47,0.2127659574,4,20,0.2,14,67,0.2089552239,0,0,0,0,0,0,0,0,0
Illinois,2017,45,118,0.3813559322,17,59,0.2881355932,62,177,0.3502824859,33,67,0.4925373134,13,37,0.3513513514,46,104,0.4423076923,12,51,0.2352941176,4,22,0.1818181818,16,73,0.2191780822,0,0,0,0,0,0,0,0,0
Illinois,2018,47,118,0.3983050847,15,59,0.2542372881,62,177,0.3502824859,34,66,0.5151515152,13,37,0.3513513514,47,103,0.4563106796,13,51,0.2549019608,2,22,0.09090909091,15,73,0.2054794521,0,1,0,0,0,0,0,1,0
Illinois,2019,45,118,0.3813559322,19,59,0.3220338983,64,177,0.3615819209,37,74,0.5,17,40,0.425,54,114,0.4736842105,8,44,0.1818181818,2,19,0.1052631579,10,63,0.1587301587,0,0,0,0,0,0,0,0,0
Illinois,2020,43,118,0.3644067797,22,59,0.3728813559,65,177,0.3672316384,36,74,0.4864864865,20,40,0.5,56,114,0.4912280702,7,44,0.1590909091,2,19,0.1052631579,9,63,0.1428571429,0,0,0,0,0,0,0,0,0
Illinois,2021,47,118,0.3983050847,25,59,0.4237288136,72,177,0.406779661,39,73,0.5342465753,21,41,0.512195122,60,114,0.5263157895,8,45,0.1777777778,4,18,0.2222222222,12,63,0.1904761905,0,0,0,0,0,0,0,0,0
Illinois,2022,47,118,0.3983050847,25,59,0.4237288136,72,177,0.406779661,39,72,0.5416666667,21,41,0.512195122,60,113,0.5309734513,8,45,0.1777777778,4,18,0.2222222222,12,63,0.1904761905,0,1,0,0,0,0,0,1,0
Illinois,2023,50,118,0.4237288136,25,59,0.4237288136,75,177,0.4237288136,43,78,0.5512820513,20,40,0.5,63,118,0.5338983051,7,40,0.175,5,19,0.2631578947,12,59,0.2033898305,0,0,0,0,0,0,0,0,0
Illinois,2024,52,118,0.4406779661,24,59,0.406779661,76,177,0.4293785311,45,78,0.5769230769,19,40,0.475,64,118,0.5423728814,7,40,0.175,5,19,0.2631578947,12,59,0.2033898305,0,0,0,0,0,0,0,0,0
Indiana,2010,20,100,0.2,13,50,0.26,33,150,0.22,13,52,0.25,6,17,0.3529411765,19,69,0.2753623188,7,48,0.1458333333,7,33,0.2121212121,14,81,0.1728395062,0,0,0,0,0,0,0,0,0
Indiana,2011,21,100,0.21,11,50,0.22,32,150,0.2133333333,11,40,0.275,4,13,0.3076923077,15,53,0.2830188679,10,59,0.1694915254,7,37,0.1891891892,17,96,0.1770833333,0,1,0,0,0,0,0,1,0
Indiana,2012,21,100,0.21,10,50,0.2,31,150,0.2066666667,11,40,0.275,4,13,0.3076923077,15,53,0.2830188679,10,60,0.1666666667,6,37,0.1621621622,16,97,0.1649484536,0,0,0,0,0,0,0,0,0
Indiana,2013,23,100,0.23,8,50,0.16,31,150,0.2066666667,12,31,0.3870967742,3,13,0.2307692308,15,44,0.3409090909,11,69,0.1594202899,5,37,0.1351351351,16,106,0.1509433962,0,0,0,0,0,0,0,0,0
Indiana,2014,24,100,0.24,9,50,0.18,33,150,0.22,13,31,0.4193548387,3,13,0.2307692308,16,44,0.3636363636,11,69,0.1594202899,6,37,0.1621621622,17,106,0.1603773585,0,0,0,0,0,0,0,0,0
Indiana,2015,22,100,0.22,9,50,0.18,31,150,0.2066666667,12,30,0.4,3,10,0.3,15,40,0.375,10,70,0.1428571429,6,40,0.15,16,110,0.1454545455,0,0,0,0,0,0,0,0,0
Indiana,2016,22,100,0.22,9,50,0.18,31,150,0.2066666667,12,30,0.4,3,10,0.3,15,40,0.375,10,70,0.1428571429,6,40,0.15,16,110,0.1454545455,0,0,0,0,0,0,0,0,0
Indiana,2017,22,100,0.22,8,50,0.16,30,150,0.2,11,30,0.3666666667,2,9,0.2222222222,13,39,0.3333333333,11,70,0.1571428571,6,41,0.1463414634,17,111,0.1531531532,0,0,0,0,0,0,0,0,0
Indiana,2018,22,100,0.22,8,50,0.16,30,150,0.2,11,30,0.3666666667,2,9,0.2222222222,13,39,0.3333333333,11,70,0.1571428571,6,40,0.15,17,110,0.1545454545,0,0,0,0,1,0,0,1,0
Indiana,2019,28,100,0.28,10,50,0.2,38,150,0.2533333333,17,33,0.5151515152,2,10,0.2,19,43,0.4418604651,11,67,0.1641791045,8,40,0.2,19,107,0.1775700935,0,0,0,0,0,0,0,0,0
Indiana,2020,28,100,0.28,10,50,0.2,38,150,0.2533333333,17,33,0.5151515152,2,10,0.2,19,43,0.4418604651,11,67,0.1641791045,8,40,0.2,19,107,0.1775700935,0,0,0,0,0,0,0,0,0
Indiana,2021,27,100,0.27,9,50,0.18,36,150,0.24,15,29,0.5172413793,2,11,0.1818181818,17,40,0.425,12,71,0.1690140845,7,39,0.1794871795,19,110,0.1727272727,0,0,0,0,0,0,0,0,0
Indiana,2022,27,100,0.27,8,50,0.16,35,150,0.2333333333,15,29,0.5172413793,2,11,0.1818181818,17,40,0.425,12,71,0.1690140845,6,38,0.1578947368,18,109,0.1651376147,0,0,0,0,1,0,0,1,0
Indiana,2023,31,100,0.31,10,50,0.2,41,150,0.2733333333,15,30,0.5,3,10,0.3,18,40,0.45,16,70,0.2285714286,7,40,0.175,23,110,0.2090909091,0,0,0,0,0,0,0,0,0
Indiana,2024,31,100,0.31,10,50,0.2,41,150,0.2733333333,15,30,0.5,3,10,0.3,18,40,0.45,16,70,0.2285714286,7,40,0.175,23,110,0.2090909091,0,0,0,0,0,0,0,0,0
Iowa,2010,26,100,0.26,8,50,0.16,34,150,0.2266666667,19,56,0.3392857143,6,32,0.1875,25,88,0.2840909091,7,44,0.1590909091,2,18,0.1111111111,9,62,0.1451612903,0,0,0,0,0,0,0,0,0
Iowa,2011,24,100,0.24,9,50,0.18,33,150,0.22,16,40,0.4,5,26,0.1923076923,21,66,0.3181818182,8,60,0.1333333333,4,24,0.1666666667,12,84,0.1428571429,0,0,0,0,0,0,0,0,0
Iowa,2012,24,100,0.24,7,50,0.14,31,150,0.2066666667,16,40,0.4,4,26,0.1538461538,20,66,0.303030303,8,60,0.1333333333,3,24,0.125,11,84,0.130952381,0,0,0,0,0,0,0,0,0
Iowa,2013,26,100,0.26,10,50,0.2,36,150,0.24,19,47,0.4042553191,6,26,0.2307692308,25,73,0.3424657534,7,53,0.1320754717,4,23,0.1739130435,11,76,0.1447368421,0,0,0,0,1,0,0,1,0
Iowa,2014,25,100,0.25,9,50,0.18,34,150,0.2266666667,19,47,0.4042553191,6,26,0.2307692308,25,73,0.3424657534,6,53,0.1132075472,3,24,0.125,9,77,0.1168831169,0,0,0,0,0,0,0,0,0
Iowa,2015,27,100,0.27,7,50,0.14,34,150,0.2266666667,21,43,0.488372093,6,26,0.2307692308,27,69,0.3913043478,6,57,0.1052631579,1,24,0.04166666667,7,81,0.08641975309,0,0,0,0,0,0,0,0,0
Iowa,2016,27,100,0.27,7,50,0.14,34,150,0.2266666667,21,43,0.488372093,6,26,0.2307692308,27,69,0.3913043478,6,57,0.1052631579,1,24,0.04166666667,7,81,0.08641975309,0,0,0,0,0,0,0,0,0
Iowa,2017,28,100,0.28,6,50,0.12,34,150,0.2266666667,19,41,0.4634146341,5,20,0.25,24,61,0.393442623,9,59,0.1525423729,1,29,0.03448275862,10,88,0.1136363636,0,0,0,0,1,0,0,1,0
Iowa,2018,28,100,0.28,7,50,0.14,35,150,0.2333333333,19,41,0.4634146341,5,20,0.25,24,61,0.393442623,9,59,0.1525423729,2,29,0.06896551724,11,88,0.125,0,0,0,0,1,0,0,1,0
Iowa,2019,33,100,0.33,11,50,0.22,44,150,0.2933333333,23,46,0.5,6,18,0.3333333333,29,64,0.453125,10,54,0.1851851852,5,32,0.15625,15,86,0.1744186047,0,0,0,0,0,0,0,0,0
Iowa,2020,33,100,0.33,11,50,0.22,44,150,0.2933333333,23,47,0.4893617021,6,18,0.3333333333,29,65,0.4461538462,10,53,0.1886792453,5,32,0.15625,15,85,0.1764705882,0,0,0,0,0,0,0,0,0
Iowa,2021,31,100,0.31,12,50,0.24,43,150,0.2866666667,21,41,0.512195122,7,18,0.3888888889,28,59,0.4745762712,10,59,0.1694915254,5,32,0.15625,15,91,0.1648351648,0,0,0,0,0,0,0,0,0
Iowa,2022,31,100,0.31,12,50,0.24,43,150,0.2866666667,21,40,0.525,7,18,0.3888888889,28,58,0.4827586207,10,60,0.1666666667,5,31,0.1612903226,15,91,0.1648351648,0,0,0,0,1,0,0,1,0
Iowa,2023,29,100,0.29,15,50,0.3,44,150,0.2933333333,16,36,0.4444444444,8,16,0.5,24,52,0.4615384615,13,64,0.203125,7,34,0.2058823529,20,98,0.2040816327,0,0,0,0,0,0,0,0,0
Iowa,2024,29,100,0.29,14,50,0.28,43,150,0.2866666667,16,36,0.4444444444,8,16,0.5,24,52,0.4615384615,13,64,0.203125,6,34,0.1764705882,19,98,0.193877551,0,0,0,0,0,0,0,0,0
Kansas,2010,36,125,0.288,13,40,0.325,49,165,0.296969697,21,49,0.4285714286,4,9,0.4444444444,25,58,0.4310344828,15,76,0.1973684211,9,31,0.2903225806,24,107,0.2242990654,0,0,0,0,0,0,0,0,0
Kansas,2011,34,125,0.272,13,40,0.325,47,165,0.2848484848,15,33,0.4545454545,4,8,0.5,19,41,0.4634146341,19,92,0.2065217391,9,32,0.28125,28,124,0.2258064516,0,0,0,0,0,0,0,0,0
Kansas,2012,35,125,0.28,12,40,0.3,47,165,0.2848484848,15,33,0.4545454545,4,8,0.5,19,41,0.4634146341,20,92,0.2173913043,8,32,0.25,28,124,0.2258064516,0,0,0,0,0,0,0,0,0
Kansas,2013,27,125,0.216,12,40,0.3,39,165,0.2363636364,15,35,0.4285714286,4,9,0.4444444444,19,44,0.4318181818,12,90,0.1333333333,8,31,0.2580645161,20,121,0.1652892562,0,0,0,0,0,0,0,0,0
Kansas,2014,29,125,0.232,13,40,0.325,42,165,0.2545454545,15,33,0.4545454545,4,8,0.5,19,41,0.4634146341,14,92,0.152173913,9,32,0.28125,23,124,0.185483871,0,0,0,0,0,0,0,0,0
Kansas,2015,27,125,0.216,13,40,0.325,40,165,0.2424242424,10,27,0.3703703704,4,8,0.5,14,35,0.4,17,98,0.1734693878,9,32,0.28125,26,130,0.2,0,0,0,0,0,0,0,0,0
Kansas,2016,27,125,0.216,13,40,0.325,40,165,0.2424242424,10,28,0.3571428571,4,8,0.5,14,36,0.3888888889,17,97,0.175257732,9,32,0.28125,26,129,0.2015503876,0,0,0,0,0,0,0,0,0
Kansas,2017,32,125,0.256,15,40,0.375,47,165,0.2848484848,15,40,0.375,4,9,0.4444444444,19,49,0.387755102,17,85,0.2,11,31,0.3548387097,28,116,0.2413793103,0,0,0,0,0,0,0,0,0
